Firm,Date,Source,URL,Sub-Asset Class,Asset Class Category,Canva Groupings,Asset Class,View,Weightings,Full Commentary
CBRE Investment Management,4/1/2026,Macro House View Q2 2026,https://mediaassets.cbre.com/-/media/project/cbre/bussectors/cbreim/insights/articles/2026/april/macro-house-view-q2-2026/macro-house-view-q2-2026.pdf?rev=79e07eb1b67943c0a892683ebe160bb21,RE - UK,Alts - Real Estate - UK,Alts - Real Assets Geo,Alternatives,U,Underweight,"CBRE IM flags the U.K. as the major market most at risk of migrating into the growth-shock camp alongside Australia and Japan. High energy import dependence, weak sovereign credit, fuel price subsidies and the widest consensus-vs-market gap create elevated borrowing costs. For real estate, this translates into higher CRE lending rates, compressed capital values and weakening occupier fundamentals."
CBRE Investment Management,4/1/2026,Macro House View Q2 2026,https://mediaassets.cbre.com/-/media/project/cbre/bussectors/cbreim/insights/articles/2026/april/macro-house-view-q2-2026/macro-house-view-q2-2026.pdf?rev=79e07eb1b67943c0a892683ebe160bb22,Australia Govt Bonds,Fixed Income - Sovereigns APAC,Fixed Income - Rates & Sovereigns,Fixed Income,U,Underweight,"CBRE IM's forecast for the Australian 10-year bond yield is raised to 4.8%, up 15 bps. The even-higher-for-even-longer yield environment reflects the RBA's housing suppression agenda compounded by the energy shock. Australian duration and real estate debt are structurally unattractive."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Cash/Money Markets,Asset Allocation - Broad,Asset Allocation,Fixed Income,O,Overweight,"CFAM enters Q2 with a high cash balance held with explicit intent to deploy into volatility. Targets include re-shoring beneficiaries (energy, defence, industrial) and AI winners at lower valuations as enterprise proof-of-concept examples emerge."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Emerging Markets Equities,Equities - EMs,Equities - Geography,Equities,U,Underweight,"EM was one of the most popular start-of-year investment themes but is now being hit by both inflationary pressures and actual physical shortages, with governments issuing economic curtailment orders. EM-heavy sovereign wealth funds in the Gulf are under acute pressure."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Energy Sector,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,"Q2 positioning is overweight Energy in particular. CFAM added substantially to Global Energy holdings during Q1, citing strong free cash flow yields, ongoing operational improvements, and embedded optionality on both oil prices and refining margins."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Equities - General,Asset Allocation - Broad,Asset Allocation,Equities,U,Underweight,"CFAM enters Q2 at the lower end of its risk asset allocation with a high cash balance. The posture is defensive ahead of expected earnings downgrades, AI capex slowdown, and the second-order spillovers from the energy shock."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Financials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,Added to selectively. The change in rate expectations — markets dialling back rate cuts and pricing in potential hikes — is a tailwind to bank net interest margins and to certain other rate-sensitive financials.
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Hedge Funds/Liquid Alts/Absolute Return,Alts - HFs,Alts - Hedge Funds,Alternatives,O,Overweight,Exposure to an alternative investment fund delivered materially in March as the strategy monetised index protection and provided the uncorrelated returns the allocation was designed for.
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,IT/Tech/Telecomms (inc. AI),Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,U,Underweight,"Largely exited during Q1. The rapid acceleration of certain LLM providers in January crystallised a perception of 'AI losers' across software, European business services and US Medtech holdings. CFAM removed most of these losers during the quarter."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Low Vol.,Equities - Factor,"Equities - Sectors, Factors, Thematics",Equities,N,Neutral,"Within a reduced equity book, CFAM concentrates remaining exposure in low-beta, low-risk holdings. This is a relative preference rather than an absolute overweight — the equity asset class itself is at the lower end of CFAM's risk allocation."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Materials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,CFAM has added to chemicals and materials stocks where the medium-term disruption from energy costs and supply-chain pressures is not yet reflected in valuations or earnings expectations.
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Oil,Alts - Commodities,Commodities,Alternatives,O,Overweight,"CFAM purchased oil in February 2026 as a hedge against the Middle East crisis when the team felt little or no risk premium was priced into the commodity. Beyond the war, the medium-term supply imbalance is tightening as the post-Ukraine production surge unwinds and US shale production no longer grows. Industry contacts indicate Gulf production stays offline for years even with a perfect resolution."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Private Credit/Debt,Alts - Private Credit,Alts - Private Equity & Credit,Alternatives,U,Underweight,Private credit is showing visible strain — a raft of high-profile funds are now gated to investors as questions arise over how the assets have been priced. Rising rates and weak risk appetite are amplifying the issues.
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,US Mega-Cap (Tech),Equities - DM Caps,Equities - Geography,Equities,U,Underweight,"CFAM is materially underweight the Mag 7, a position carried from 2025 that helped offset stock-selection drags during the Q1 risk-off. The team is waiting for cheaper valuations before redeploying into transformational AI beneficiaries."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,USD,Currencies,Currencies,Currencies,O,Overweight,"Overweight USD acted as the safe haven CFAM expected during the Q1 risk-off, helped by Supreme Court rulings against tariffs and Trump's inability to influence the Federal Reserve. The team frames this as evidence the US institutional checks and balances are still working."
Cantor Fitzgerald,4/2/2026,CFAM Q1 Market Review and Outlook,https://cantorfitzgerald.ie/cfam-q1-market-review-and-outlook/,Utilities,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,"Explicitly overweight Utilities as a defensive cash-flow holding into a Q2 environment of slowing growth, persistent inflation pressures, and earnings downgrades."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,US Equities,Equities - DMs,Equities - Geography,Equities,O,Overweight,"BMO GAM maintains a slightly bullish stance on U.S. equities, citing the economy's relative insulation from energy shocks as a modest net oil exporter. Large Tech and Health Care sectors provide structural resilience against commodity-driven inflation. The composition of the market means a significant portion is less sensitive to rising input costs. Strong balance sheets and pricing power further support companies during periods of elevated volatility."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Emerging Markets Equities,Equities - EMs,Equities - Geography,Equities,O,Overweight,"Slightly bullish on EM equities despite headwinds from a strengthening USD and higher oil prices that weigh on energy-importing nations. Select economies such as Brazil and Korea exhibit attractive fundamentals. China remains stable but uninspiring. The team sees resilience in trade flows and AI-linked supply chain investment as supportive factors, but a broad overweight is not warranted."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Global HY,Fixed Income - High Yield,Fixed Income - Credit & Specialty,Fixed Income,O,Overweight,"The team is slightly bullish on high yield, supported by resilient North American economic growth and healthy corporate balance sheets. Corporate credit spreads remain relatively stable, suggesting that fundamentals rather than complacency underpin current valuations. HY is favoured over IG in a growth-positive, inflation-uncertain environment."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Gold/Precious,Alts - Commodities,Commodities,Alternatives,O,Overweight,BMO GAM views gold as portfolio insurance rather than a directional trade. The team emphasises maintaining strategic exposure as a hedge against geopolitical tail risk and broad market drawdowns. Gold's role is defensive — providing a counterbalance when risk assets sell off during periods of geopolitical stress.
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Quality,Equities - Factor,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,"Volatility is prompting a tactical shift toward Quality exposures, favouring companies with recurring or subscription-based revenue models, strong free cash flow, and manageable leverage. The team sees this as a tactical adjustment rather than a structural shift away from risk. Tech businesses built around recurring revenue streams increasingly fit the Quality definition."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Energy Sector,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,Rising oil prices from Middle East escalation reinforce the case for maintaining exposure to Energy and Materials. These commodity-linked sectors benefit directly from the geopolitical premium embedded in prices. The team views this as a tailwind that supports maintaining cyclical exposure alongside more defensive positioning.
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Cash/Money Markets,Asset Allocation - Broad,Asset Allocation,Fixed Income,O,Overweight,"Cash has been upgraded to neutral (0) from underweight, reflecting the optionality value of liquidity during elevated market volatility. The team sees cash as enabling portfolios to take advantage of tactical opportunities should risk assets experience deeper drawdowns. This is a defensive adjustment, not a bearish signal."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Canada Equities,Equities - DMs,Equities - Geography,Equities,N,Neutral,"The team holds a neutral view on Canadian equities. Higher energy prices provide near-term support given Canada's resource exposure, but sustained increases could trigger tighter monetary policy, weighing on interest-sensitive areas such as real estate and consumer spending. The broader growth environment remains subdued at ~0.4% YoY GDP."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,US IG Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,N,Neutral,"The team maintains a neutral stance on investment-grade credit, supported by healthy corporate balance sheets and resilient economic growth. Spreads are viewed as fairly valued with limited widening risk but equally limited upside. IG lacks the carry advantage of HY in the current environment."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,USD,Currencies,Currencies,Currencies,N,Neutral,"The USD strengthens by default during geopolitical stress episodes as global capital gravitates to perceived safe havens. The team views current strength as reflecting risk-off positioning rather than a structural shift. Energy-driven inflation could delay Fed rate cuts, further supporting dollar strength in the near term."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Value,Equities - Factor,"Equities - Sectors, Factors, Thematics",Equities,N,Neutral,Selective value opportunities are emerging as some traditional Growth segments — particularly software — have experienced sharp drawdowns. The team views this as a tactical adjustment rather than a wholesale rotation to Value. Investors are blending growth exposure with quality characteristics and selective value opportunities.
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,EAFE/Int'l/Developed ex-US,Equities - DMs,Equities - Geography,Equities,U,Underweight,"BMO GAM holds a slightly bearish view on EAFE equities. European and Japanese economies face disproportionate exposure to the energy price shock as major net energy importers. While Japan benefits from fiscal expansion and Europe shows early signs of improvement, the drag from higher commodity prices may outweigh these nascent positives."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,Duration,Fixed Income - Duration,Fixed Income - General,Fixed Income,U,Underweight,"The team is cautious on duration, with fixed income moved from neutral to slightly bearish. Higher energy prices are reviving inflation expectations, and growth risks have not deteriorated sufficiently to offset. The immediate reaction in bond markets is upward pressure on yields. Central banks are unlikely to reverse course quickly unless inflation expectations shift materially higher."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,EM Debt - General,Fixed Income - Geo,Fixed Income - Rates & Sovereigns,Fixed Income,U,Underweight,"The team has increased caution on emerging-market debt. Higher oil prices place pressure on fiscal balances and currency stability in energy-importing EM economies. A strengthening USD further tightens financial conditions across the asset class. The team's bearishness is driven by the combination of energy, currency, and rate headwinds rather than a fundamental credit deterioration."
BMO Global Asset Management,3/16/2026,"Pricing in geopolitical risk: Oil, inflation and the cycle’s next phase",https://institutional.bmogam.com/ca-en/insights/pricing-in-geopolitical-risk-oil-inflation-and-the-cycles-next-phase/,CAD,Currencies,Currencies,Currencies,U,Underweight,"The CAD has weakened against the USD, reflecting the broader risk-off environment. While higher oil prices can ultimately support Canada's currency through the resource sector, energy-driven inflation may delay Fed rate cuts and reinforce USD strength, keeping the CAD under pressure in the near term."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,US IG Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,O,Overweight,"Barings is extending beyond its lowest-volatility core positioning into US investment grade credit as part of a cautious risk-on pivot. Index-level IG spreads widened just 10 bps in March despite a 7.7% equity drawdown, reflecting powerful structural demand from yield buyers. The team views IG as offering an attractive entry point with limited downside given the technical bid."
